Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Extended_Platform_Name
Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,,,,,,Game Boy Advance
Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,1.21,2.43,1.03,0.52,5.19,85.0,72.0,8.6,149.0,E,Nintendo DS
Super Mario Land 3: Wario Land,G,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,,,,,,Game Boy
FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.09,3.47,0.03,0.58,5.17,90.0,48.0,6.1,404.0,E,Xbox 360
Diablo III,PC,2012,Role-Playing,Activision,2.45,2.17,0.0,0.54,5.17,88.0,86.0,4.0,9643.0,M,PC
Donkey Kong Country 2: Diddys Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,,,,,,Super Nintendo Entertainment System
Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,68.0,30.0,7.6,100.0,T,Play Station 2
Kirbys Dream Land,G,1992,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,,,,,,Game Boy
Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,,,,,,PC
Guitar Hero II,PS2,2006,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,92.0,69.0,8.5,113.0,T,Play Station 2
Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.08,0.05,0.38,5.1,80.0,88.0,6.5,608.0,M,Xbox 360
Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,1.63,2.45,0.44,0.57,5.09,,,,,,Nintendo DS
Resident Evil 5,PS3,2009,Action,Capcom,1.96,1.41,1.08,0.64,5.09,84.0,76.0,7.5,671.0,M,Play Station 3
The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.85,1.8,0.95,0.48,5.08,90.0,57.0,8.0,418.0,E,Nintendo DS
FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.61,3.28,0.06,1.12,5.07,89.0,51.0,8.0,233.0,E,Play Station 3
Super Mario Bros.,G,1999,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,,,,,,Game Boy
The Last of Us,PS4,2014,Action,Sony Computer Entertainment,2.04,2.12,0.07,0.83,5.06,,,,,,Play Station 4
Resident Evil,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,91.0,8.0,9.0,268.0,M,Play Station
Grand Theft Auto: Vice City Stories,PSP,2006,Action,Take-Two Interactive,1.7,1.99,0.16,1.19,5.03,86.0,50.0,8.0,152.0,M,Play Station Portable
Tony Hawks Pro Skater,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02,92.0,18.0,9.2,69.0,T,Play Station
Warzone 2100,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,,,,,,Play Station
Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,,,,,,Play Station
Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,47.0,T,Play Station 2
Links Crossbow Training,Wii,2007,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68.0,34.0,7.1,47.0,T,Nintendo Wii
Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.94,93.0,84.0,8.5,1658.0,M,Xbox 360
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1.83,1.19,1.54,0.37,4.93,,,,,,Nintendo DS
Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,2.63,1.1,0.82,0.38,4.93,,,,,,Nintendo Wii U
Uncharted: Drakes Fortune,PS3,2007,Action,Sony Computer Entertainment,2.32,1.72,0.12,0.77,4.92,88.0,66.0,8.1,2332.0,T,Play Station 3
Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88.0,29.0,8.0,121.0,E,Play Station 2
Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,,,,,,Nintendo 64
Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,,,,,,Play Station Portable
StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.58,1.69,0.0,0.59,4.85,93.0,82.0,8.2,3057.0,T,PC
Dr. Mario,NES,1990,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,,,,,,Nintendo Entertainment System
Assassins Creed,PS3,2007,Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,777.0,M,Play Station 3
God of War III,PS3,2010,Action,Sony Computer Entertainment,2.74,1.34,0.12,0.61,4.8,92.0,101.0,8.7,2647.0,M,Play Station 3
Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,2.13,1.79,0.09,0.79,4.8,86.0,78.0,8.1,1289.0,T,Play Station 4
Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88.0,20.0,9.0,239.0,E,Play Station
LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.83,1.48,0.0,0.45,4.76,80.0,9.0,5.4,46.0,E,Nintendo DS
Driver 2,PS,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.7,93.0,T,Play Station
Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94.0,87.0,8.7,1477.0,T,Xbox 360
The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,,,,,,Play Station 2
Tony Hawks Pro Skater 2,PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,301.0,T,Play Station
The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0,T,Play Station 2
Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91.0,13.0,8.6,149.0,T,Play Station
Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.83,1.12,1.32,0.36,4.62,73.0,50.0,7.6,120.0,E,Nintendo Wii
Luigis Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.82,1.39,1.12,0.29,4.62,86.0,74.0,8.4,461.0,E,Nintendo 3DS
Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,1.62,2.13,0.14,0.73,4.62,,,,,,Play Station 4
Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.86,1.29,0.03,0.42,4.61,84.0,101.0,6.4,2455.0,T,Xbox One
The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,,,,,,Super Nintendo Entertainment System
The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,977.0,E,GameCube
Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.04,1.11,0.0,0.43,4.6,86.0,36.0,8.4,87.0,T,Nintendo Wii
Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91.0,83.0,8.2,619.0,E,Xbox 360
Splatoon,WiiU,2015,Shooter,Nintendo,1.56,1.24,1.48,0.26,4.54,81.0,88.0,8.5,1189.0,E10+,Nintendo Wii U
Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.87,1.96,0.22,0.48,4.53,,,,,,Nintendo Wii
Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,30.0,7.9,78.0,E,Play Station 2
Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,167.0,T,Xbox 360
The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.18,1.38,0.63,0.32,4.51,,,,,,Nintendo 3DS
Pitfall!,2600,1981,Platform,Activision,4.21,0.24,0.0,0.05,4.5,,,,,,Atari 2600
Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0,E,Play Station 2
Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,42.0,E,Play Station 2
Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.18,1.23,0.73,0.34,4.47,93.0,83.0,9.0,1615.0,E,Nintendo Wii U
Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,,,,,,Play Station
God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94.0,75.0,8.9,1007.0,M,Play Station 2
Nintendo Land,WiiU,2012,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77.0,61.0,7.9,473.0,E10+,Nintendo Wii U
Tony Hawks Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,298.0,T,Play Station 2
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86.0,19.0,8.9,33.0,E,Play Station 2
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.83,1.03,0.13,0.4,4.39,94.0,90.0,8.7,1113.0,M,Xbox 360
Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,,,,,,Nintendo Entertainment System
Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.57,1.93,0.19,0.69,4.38,,,4.8,207.0,M,Play Station 3
Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.59,1.37,0.01,0.4,4.37,88.0,39.0,6.2,1759.0,M,Xbox One
Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82.0,36.0,9.1,138.0,T,Play Station 2
Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,56.0,37.0,8.3,32.0,E10+,Nintendo Wii
Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.35,86.0,70.0,8.1,718.0,M,Play Station 3
Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,,,,,,Sega Genesis
Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87.0,64.0,9.0,778.0,E10+,Play Station 2
Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.79,1.13,0.0,0.4,4.32,,,4.9,221.0,M,Xbox 360
Asteroids,2600,1980,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,,,,,,Atari 2600
FIFA 15,PS3,2014,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,,,4.5,110.0,E,Play Station 3
Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89.0,95.0,6.5,2427.0,M,Xbox 360
Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.24,91.0,70.0,8.9,1130.0,T,Play Station 3
Namco Museum,GBA,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.3,6.0,E,Game Boy Advance
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,68.0,9.3,968.0,M,Play Station 2
FIFA 14,X360,2013,Sports,Electronic Arts,0.93,2.89,0.01,0.4,4.22,84.0,41.0,4.2,436.0,E,Xbox 360
Assassins Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,620.0,M,Play Station 3
Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,85.0,59.0,8.7,109.0,E10+,Play Station Portable
Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,,,,,,PC
FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0,E,Play Station 2
EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0,E,Play Station 2
Assassins Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.2,80.0,77.0,7.2,570.0,M,Xbox 360
Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80.0,67.0,7.1,120.0,E,Play Station 3
FIFA 12,X360,2011,Sports,Electronic Arts,0.85,2.78,0.02,0.53,4.18,,,,,,Xbox 360
Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,,,,,,Nintendo Entertainment System
Street Fighter IV,PS3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52,4.17,94.0,61.0,7.3,331.0,T,Play Station 3
Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,,,,,,Nintendo Entertainment System
Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,,,,,,Play Station
Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0,E,Play Station 2
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,1.07,2.22,0.23,0.62,4.14,92.0,79.0,9.2,10270.0,M,Play Station 4
Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,3179.0,M,PC
Super Mario World 2: Yoshis Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,,,,,,Super Nintendo Entertainment System
FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,,,,,,Play Station 2
Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,,,,,,Super Nintendo Entertainment System
Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.93,0.11,0.65,4.09,80.0,80.0,6.3,3018.0,M,Play Station 4
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91.0,46.0,7.9,789.0,T,PC
Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.59,1.73,0.11,0.66,4.09,87.0,89.0,7.6,2715.0,M,Play Station 4
God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,718.0,M,Play Station 2
Far Cry 4,PS4,2014,Shooter,Ubisoft,1.15,2.18,0.1,0.63,4.06,85.0,83.0,7.7,1663.0,M,Play Station 4
Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.06,84.0,81.0,8.1,775.0,M,Xbox 360
World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,,,8.2,23.0,E,Play Station 2
Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56.0,27.0,6.0,44.0,E,Nintendo Wii
Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90.0,66.0,8.3,381.0,E,Xbox 360
Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,,,,,,Play Station
Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,118.0,T,Play Station 2
Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,,,,,,Nintendo 64
Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,,,,,,Nintendo Entertainment System
Tom Clancys The Division,PS4,2016,Shooter,Ubisoft,1.37,1.85,0.15,0.63,4.0,80.0,64.0,7.0,2234.0,M,Play Station 4
Assassins Creed: Unity,PS4,2014,Action,Ubisoft,1.2,2.09,0.08,0.63,3.99,70.0,40.0,4.9,2069.0,M,Play Station 4
Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,61.0,21.0,,,E10+,Play Station 2
Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,684.0,M,Xbox 360
Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.16,1.13,0.07,0.59,3.95,90.0,57.0,8.0,916.0,M,Play Station 3
The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,1.17,0.37,0.38,3.95,93.0,81.0,7.9,1972.0,E10+,Nintendo Wii
Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84.0,65.0,8.8,73.0,E10+,Nintendo DS
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.16,2.16,0.0,0.6,3.92,94.0,32.0,8.1,9142.0,M,PC
Nintendogs + cats,3DS,2011,Simulation,Nintendo,1.44,1.47,0.73,0.27,3.92,,,,,,Nintendo 3DS
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.7,0.48,2.62,0.11,3.92,86.0,80.0,8.7,348.0,T,Nintendo 3DS
Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,2.24,1.3,0.02,0.35,3.91,,,,,,Xbox One
Donkey Kong Land,G,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,,,,,,Game Boy
EA Sports Active,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.91,81.0,27.0,8.7,39.0,E,Nintendo Wii
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.51,0.66,0.04,0.69,3.9,87.0,51.0,6.7,369.0,E10+,Play Station 4
Tony Hawks Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0,T,Play Station 2
Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.7,233.0,T,Play Station 2
Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,,,,,,Nintendo Entertainment System
MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,9.0,7.3,224.0,T,Play Station 3
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,26.0,9.1,38.0,E,Play Station 2
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.85,76.0,64.0,7.9,104.0,E10+,Play Station 3
Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,,,,,,Play Station
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1570.0,M,Play Station 4
The Legend of Zelda: Links Awakening,G,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,,,,,,Game Boy
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,22.0,4.0,4.0,E,Nintendo DS
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0,E,Nintendo Wii
Resident Evil Directors Cut,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,,,,,,Play Station
Mario & Luigi: Bowsers Inside Story,DS,2009,Role-Playing,Nintendo,2.23,0.47,0.81,0.26,3.77,,,,,,Nintendo DS
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,65.0,E10+,Xbox 360
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,21.0,7.7,30.0,T,PC
Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.74,,,,,,Play Station Portable
Harry Potter and the Sorcerers Stone,PS,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,43.0,E,Play Station
Assassins Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.69,0.13,0.57,3.72,88.0,36.0,8.1,846.0,M,Play Station 3
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.12,1.87,0.27,0.45,3.72,,,,,,Nintendo Wii
Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,,,,,,Play Station
Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.72,85.0,56.0,7.9,423.0,E,Nintendo Wii
Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,210.0,E,Play Station
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56.0,E,Play Station 2
Pok\xc3\xa9mon Trading Card Game,G,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,,,,,,Game Boy
Friend Collection,DS,2009,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,,,,,,Nintendo DS
Tony Hawks Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,129.0,T,Play Station 2
MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,15.0,6.9,14.0,E,Nintendo DS
Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31.0,E10+,Play Station Portable
Banjo-Kazooie,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,,,,,,Nintendo 64
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,83.0,M,Play Station 2
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,314.0,E,Play Station 2
Pokemon Snap,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,,,,,,Nintendo 64
Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38.0,E,Play Station 2
Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1025.0,M,Play Station 2
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.5,204.0,E,Play Station 3
Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71.0,T,Nintendo Wii
Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.37,1.55,0.17,0.52,3.61,85.0,18.0,6.9,1586.0,M,Play Station 4
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,143.0,T,Play Station 2
Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,,,,,,PC
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0,T,Play Station 2
Luigis Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.6,162.0,E,GameCube
Just Dance 2014,Wii,2013,Misc,Ubisoft,1.89,1.39,0.0,0.31,3.59,,,6.2,10.0,E10+,Nintendo Wii
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9.0,268.0,T,Play Station 2
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70.0,39.0,8.0,9.0,E,Nintendo DS
WWF SmackDown!,PS,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,,,,,,Play Station
Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,,,,,,Play Station
Call of Duty: Infinite Warfare,XOne,2016,Shooter,Activision,2.25,0.98,0.0,0.33,3.56,78.0,18.0,3.2,315.0,M,Xbox One
Assassins Creed: Unity,XOne,2014,Action,Ubisoft,2.32,0.9,0.0,0.33,3.56,72.0,59.0,4.1,1008.0,M,Xbox One
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.0,49.0,7.8,112.0,M,Play Station 2
The Getaway,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.0,49.0,6.8,89.0,M,Play Station 2
Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,,,,,,Play Station
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72.0,27.0,7.9,48.0,T,Play Station 2
LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,,,,,,Play Station 2
Rugrats in Paris: The Movie,PS,2000,Action,THQ,1.96,1.33,0.0,0.23,3.52,,,,,,Play Station
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88.0,66.0,7.5,155.0,E,Xbox 360
Spyro 2: Riptos Rage!,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,,,,,,Play Station
Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89.0,67.0,7.9,1309.0,M,Xbox 360
Donkey Kong Country 3: Dixie Kongs Double Trouble!,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,,,,,,Super Nintendo Entertainment System
Resident Evil 5,X360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83.0,91.0,7.5,526.0,M,Xbox 360
Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,,,,,,Nintendo Entertainment System
Assassins Creed: Brotherhood,X360,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.5,89.0,81.0,8.3,700.0,M,Xbox 360
Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.31,1.42,0.27,0.5,3.5,80.0,14.0,5.8,580.0,M,Play Station 3
FIFA Soccer 2004,PS2,2003,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,84.0,20.0,6.4,76.0,E,Play Station 2
